X,Y,gid,Name,description,altitudeMode,Status,OneWayRoad,Direction,CityCouncil,PostedSpeedLimit_MPH,Shape.len,ParentPathLength_Miles,ProjectName,MaintainedBy,PhysicalJurisdiction,PathType,ParentTerminiDesc,ParentPathName,FiftyMileLoop,SurfaceMaterial,ProjectTermini,Path_Width_ft,Field_1
-106.67690060695,35.1601158513517,1780,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,47.580987,0,Hoffmantown West Church,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Camino del Arrebol to Corrales Main Canal,La Orilla,<Null>,Asphalt,La Orilla Rd. and Coors Blvd. NW.,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.67874704994,35.1601358277655,1781,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,182.627552,0.03,Hoffmantown West Church,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Camino del Arrebol to Corrales Main Canal,La Orilla,<Null>,Asphalt,La Orilla Rd. and Coors Blvd. NW.,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.680732723932,35.1600715209986,1782,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,W,99,<Null>,939.411245,0.17,La Orilla Rd Paving Imp Bike & Multi Trl,CABQ_PM,BERNALILLO COUNTY,Paved Multiple Use Trail,from Camino del Arrebol to Corrales Main Canal,La Orilla,<Null>,Asphalt,La Orilla & Coors,<Null>,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.710214279102,35.1240319303121,1787,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,2003.986585,0.37,Ladera Trail,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from S of Saint Josephs to Ouray,Ladera Dam Trail,<Null>,Asphalt,"Adjacent to LaderaDr.,from OuaryRd.,east,CloseToAriscoDr.NW",<Null>,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.725844465602,35.1658114919656,1784,Crossing- Bicycle or pedestrian under/over crossings.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,108.918022,0.02,Boca Negra Detention Dam,CABQ_PM,CITY OF ALBUQUERQUE,Crossing,from Scenic to Mariposa Park,Boca Negra Trail,<Null>,Asphalt,In the Area of Unser Blvd. and Atrisco Blvd. NW.,10,Crossing- Bicycle or pedestrian under/over crossings.
-106.729377514237,35.1604035157814,1785,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,1012.738188,0.19,Vista Vieja Unit 4,HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Mete Sol to 81st,Vista Vieja Trail,<Null>,Asphalt,Albericoque Pl. and Gila Rd. NW,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.728283179723,35.1610332869989,1786,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,511.018945,0.09,Vista Vieja Unit 4,HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Mete Sol to 81st,Vista Vieja Trail,<Null>,Asphalt,Albericoque Pl. and Gila Rd. NW,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.723544230482,35.1036383537662,1789,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,N/S,1,25,2301.551733,0.43,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeLane,from Ladera to Hanover,Laurelwood,<Null>,Asphalt,<Null>,<Null>,BikeLane - A portion of the street with a designated lane for bicycles.
-106.722369493103,35.0997216536849,1790,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,722.970352,0.13,AMAFCA - West I-40 Channel,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Unser to 7th,I-40 Trail,<Null>,Asphalt,North side of  I-40 between Unser Blvd. & Coors Blvd. NW,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.748486353447,35.0567997527072,1791,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,3,<Null>,274.267135,0.05,TIMARRON WEST UNIT 1,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,@ neighborhood between 114th and Peacock,De Vargas Network,<Null>,Asphalt,102ND ST SW,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.700906818137,35.1089515620507,1794,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,277.555232,0.05,<Null>,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Unser to 7th,I-40 Trail,<Null>,Asphalt,<Null>,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.684788150133,35.2230309622258,1796,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,<Null>,<Null>,1855.192452,0.35,<Null>,Rio Rancho,CITY OF RIO RANCHO,Paved Multiple Use Trail,from South of Southern to Westside,Cabezon Linear Park,<Null>,Asphalt,<Null>,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.683339384554,35.2384692272073,1797,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,<Null>,<Null>,726.969067,0.13,<Null>,Rio Rancho,CITY OF RIO RANCHO,Paved Multiple Use Trail,from South of Southern to Westside,Nicklaus Channel Path,<Null>,Asphalt,<Null>,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.635294885254,35.1942069143107,1798,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,99,<Null>,993.891139,0.18,<Null>,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Paseo del Bosque Trail  to Balloon Museum,Alameda Trail,<Null>,Concrete,<Null>,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.62081685226,35.1896597827963,1800,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,99,<Null>,1457.972267,0.27,<Null>,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Paseo del Bosque Trail  to Balloon Museum,Alameda Trail,<Null>,Concrete,<Null>,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.615355313971,35.1883599892936,1801,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E,99,<Null>,836.105136,0.15,Alameda Trail County of Bernalillo Prj,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Paseo del Bosque Trail  to Balloon Museum,Alameda Trail,<Null>,Asphalt,Alameda Trail  4th st to North Diversion Channel,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.613612868315,35.1879004785077,1802,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,99,<Null>,99.05727,0.01,Alameda Trail County of Bernalillo Prj,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Paseo del Bosque Trail  to Balloon Museum,Alameda Trail,<Null>,Concrete,Alameda Trail  4th st to North Diversion Channel,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.613107679493,35.1877540411321,1803,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,99,<Null>,120.15827,0.02,Alameda Trail County of Bernalillo Prj,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Paseo del Bosque Trail  to Balloon Museum,Alameda Trail,<Null>,Concrete,Alameda Trail  4th st to North Diversion Channel,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.597951812734,35.186439830288,1805,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/E,S/W",4,<Null>,815.690809,0.15,Alameda/Balloon Museum Dr Intersection,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Alameda to Jefferson St,Balloon Museum Trail,<Null>,Asphalt,Alameda & Balloon Museum Dr NE,15,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.597298926251,35.1880692395692,1806,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/E,S/W",4,<Null>,589.648296,0.11,Alameda/Balloon Museum Dr Intersection,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Alameda to Jefferson St,Balloon Museum Trail,<Null>,Asphalt,Alameda & Balloon Museum Dr NE,15,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.577643870417,35.169753184959,1807,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,<Null>,4,35,1036.399368,0.19,,CABQ_SM,CITY OF ALBUQUERQUE,BikeLane,from Carmel to Santa Monica,San Pedro,<Null>,Asphalt,,<Null>,BikeLane - A portion of the street with a designated lane for bicycles.
-106.577559651988,35.1693466077205,1808,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,<Null>,4,35,1040.889045,0.19,,CABQ_SM,CITY OF ALBUQUERQUE,BikeLane,from Carmel to Santa Monica,San Pedro,<Null>,Asphalt,,<Null>,BikeLane - A portion of the street with a designated lane for bicycles.
-106.577148842213,35.1714292515063,1809,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,4,<Null>,2581.957544,0.48,SAN PEDRO DRIVE CROSSING S. DOMINGO BACA ARROYO,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from E of Pan Am to Barstow,South Domingo Baca Trail,<Null>,Asphalt,SAN PEDRO TO LOUISIANA,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.540776715539,35.1747408140121,1811,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,4,<Null>,2516.072321,0.47,<Null>,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Barstow to Tramway,Paseo del Norte Trail,<Null>,Asphalt,<Null>,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.529615047064,35.1748302831436,1812,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,4,<Null>,2250.645566,0.42,<Null>,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Barstow to Tramway,Paseo del Norte Trail,<Null>,Asphalt,<Null>,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.524643714137,35.1731209573849,1813,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,99,<Null>,825.048446,0.15,EUBANK FROM SAN ANTONIO TO PASEO DEL NORTE NE,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Wilshhire to Academy,Eubank Trail,<Null>,Asphalt,EUBANK FROM SAN ANTONIO TO PASEO DEL NORTE NE,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.52475006492,35.1747993189342,1814,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,W,99,<Null>,298.506367,0.05,<Null>,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Barstow to Tramway,Paseo del Norte Trail,<Null>,Asphalt,<Null>,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.524180767729,35.1747863900133,1815,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,99,<Null>,2453.777132,0.46,<Null>,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Barstow to Tramway,Paseo del Norte Trail,<Null>,Asphalt,<Null>,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.498561191189,35.1752244678903,1817,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,99,<Null>,425.108143,0.08,<Null>,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Barstow to Tramway,Paseo del Norte Trail,<Null>,Asphalt,<Null>,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.518511871962,35.1625069197174,1818,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,99,<Null>,2452.3752,0.46,<Null>,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Eubank to Tennyson,Del Rey Ave Trail,<Null>,Asphalt,<Null>,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.512478066884,35.16248085759,1819,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,99,<Null>,2584.306859,0.48,<Null>,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Eubank to Tennyson,Del Rey Ave Trail,<Null>,Asphalt,<Null>,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.532072517572,35.1614905838898,1820,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,4,<Null>,469.815177,0.08,QUINTESSENCE SUBDIVISION - UNIT 1,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from N. Pino Trail to Eubank Trail,Quintessence Trail,<Null>,Asphalt,South of Coronado between Holbrook and Eubank,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.544433113341,35.1595807112452,1821,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,4,<Null>,748.572201,0.14,HERITAGE HILLS PARK JOGGING PATH,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Gettysburg  to Holbrook,San Antonio Corridor Trail,<Null>,Asphalt,S. of N. Arroyo del Pino Between Barstow and Ventura,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.552652182796,35.1598683062511,1823,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,4,<Null>,3351.659609,0.63,HERITAGE HILLS PARK JOGGING PATH,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Barstow to Old Orchard,Heritage Hills / North Pino Trail,<Null>,Asphalt,S. of N. Arroyo del Pino Between Barstow and Ventura,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.556428303753,35.159197236122,1824,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/E,S/W",4,<Null>,760.140877,0.14,<Null>,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Barstow to Old Orchard,Heritage Hills / North Pino Trail,<Null>,Asphalt,<Null>,<Null>,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.557027710598,35.1585568611633,1825,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,4,<Null>,10.25563,0,<Null>,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Barstow to Old Orchard,Heritage Hills / North Pino Trail,<Null>,Asphalt,<Null>,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.561989811367,35.158132935158,1827,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,4,<Null>,636.382807,0.12,,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Jefferson to Wyoming,Pino Arroyo Trail,<Null>,Asphalt,,<Null>,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.563689686766,35.1588391257109,1828,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,4,<Null>,1958.128895,0.37,,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Jefferson to Wyoming,Pino Arroyo Trail,<Null>,Asphalt,,<Null>,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.57132865941,35.1590883478869,1829,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,4,<Null>,2560.411016,0.48,,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Jefferson to Wyoming,Pino Arroyo Trail,<Null>,Asphalt,,<Null>,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.582004199603,35.1586874829184,1830,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,4,<Null>,2505.100301,0.47,Pino Arroyo Bicycle Trail,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Jefferson to Wyoming,Pino Arroyo Trail,<Null>,Asphalt,SAN PEDRO TO I-25,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.588722852706,35.1604203065612,1831,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,4,<Null>,220.864823,0.04,Jefferson & Ellison Intersection Impr.,Under Review,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Jefferson to Wyoming,Pino Arroyo Trail,<Null>,Concrete,Jefferson St. and Ellison Rd. N.E,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.589509946872,35.160574690926,1832,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,4,<Null>,152.138168,0.02,Jefferson & Ellison Intersection Impr.,Under Review,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Jefferson to Wyoming,Pino Arroyo Trail,<Null>,Concrete,Jefferson St. and Ellison Rd. N.E,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.59005110072,35.1606615463071,1833,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,4,<Null>,29.268172,0,Jefferson & Ellison Intersection Impr.,Under Review,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Jefferson to Wyoming,Pino Arroyo Trail,<Null>,Concrete,Jefferson St. and Ellison Rd. N.E,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.590883720516,35.1607438105239,1834,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,4,<Null>,339.584865,0.06,Jefferson & Ellison Intersection Impr.,Under Review,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Jefferson to Wyoming,Pino Arroyo Trail,<Null>,Concrete,Jefferson St. and Ellison Rd. N.E,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.591989598113,35.1608472556373,1835,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,4,<Null>,428.499574,0.08,Jefferson & Ellison Intersection Impr.,Under Review,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Jefferson to Wyoming,Pino Arroyo Trail,<Null>,Concrete,Jefferson St. and Ellison Rd. N.E,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.587796330102,35.1602713307424,1836,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,4,<Null>,262.103798,0.04,Jefferson & Ellison Intersection Impr.,Under Review,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Jefferson to Wyoming,Pino Arroyo Trail,<Null>,Concrete,Jefferson St. and Ellison Rd. N.E,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
